# ode number ^ (t)itle / e(x)position / line number ^ text
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
1^t^Liber Exodus 15:1-19
2^x^Attènde, ċoeli, et lòqver, et áudiat terra verba ex ore meo. Exspectétur sicut plúvia appronunziázio mea, et desċèndant sicut ros verba mea, sicut imber super gramen, et sicut nix super foenum. Qvia nomen Dòmini invocávi; date magnifiċénziam Deo nostro. Deus, vera ópera ejus, et et omnes viae ejus judìċia; Deus fidélis, et non est in eo inìqvitas; jûstus et rêctus Dòminus. Peccavérunt, qvi non sunt ei, fílii maculáti; ġenerázio prava ac pervèrsa. ¿Haec Dòmino retribuìstis sic, pòpule stulte et insàpiens? ¿Nonne hic ìpse tuus pàter possédit te, et feċit te, et creávit te? Memorámini dies sáeculi; intellèġite annos sáeculi saeculórum; intèrroga patrem tuum, et adnůnziábit tìbi, senióres tuos, et diċent tìbi. Qvum divìderet Altìssimus ġentes, qvómodo dispèrsit fílios Adámis, stàtuit tèrminos ġèntium secùndum númerum angelórum Dei. Et facta est pars Dòmini, pòpulus ejus Jacob, funículus haereditátis ejus Ìsraël. Suffiċièntem eum sìbi feċit in terra desèrta, in sìti aestus, ubi non èrat aqva; zircumívit eum, et erudívit eum, et custodívit eum sicut pupìllam òculi sui. Sicut àqvila tèġens nidum suum, et $PRX super pùllos suos desiderávit; expàndens àlas suas susċépit eos, atqve assúmpsit super scàpulas suas. Dòminus solus duċébat eos, et non èrat cum eis deus aliénus. Superdûxit eos in virtúte terrae; ċibávit eos frûctus agrórum, sůxérunt mel de pètra et óleum de firma pètra. Butýrum bovum, et lac òvium, cum àdipe agnórum et aríetum, filiórum taurórum et hircórum, cum àdipe renum trítici, ex sàngvinem uvae bibuérunt vinum. Et comédit Jacóbus, et implétus est, et recalċitrávit dilèctus; impingvátus, incrassátus, dilatátus, derelíqvit Deum factórem suum, et reċèssit a Deo salutári suo. Provocavérunt me in aliénis; in abominaziónibus suis exaċerbavérunt. Sacrafiċavérunt daemóniis et non Deo, deis qvos non nóverant; novi reċentésqve vēnérunt, qvos non nesċiébant patres eórum. Deum, qvi te ġènuit dereliqvìsti, et oblítus es Dei alèntis te. Et vidit Dòminus, et zelávit, et exaċerbátus est per iram filiórum suórum et filiárum. Et dîxit: Avèrtam fàċiem meam ab eis, et ostèndem qvid èrit eis in novìssimo, qvia ġenerázio pervèrsa est, fílii in qvìbus non est fides in ìpsis. Ìpsi praezelavérunt me in non Deo; in ira conċitavérunt me in simulácris suis, et ego zelábo eos in non ġente; in ġente insensáta irritábo eos. Qvia ignis acċènsus est ab ira mea, et ardébit usqve ad infèrnum deósum; devorabìt terram et frûctum ejus; uret fundamènta mòntium. Congregábo in eos mala, et saġìttas meas consummábo in eos. Tabêscent fame, et devorazióne avium, et extensióne nervórum insanábili; dentes bestiárum mittam in eos, cum furóre trahèntium super terram. A fòris sine fíliis fàċiet eos glàdius, et in promptuáriis tìmor; júvenis cum vìrġine, làctens cum stabilíto sène. Dîxi: «Dispèrġem illos; privábo autem ex homìnibus memóriam eórum.» Nisi propter iram inimicórum, ne multo tèmpore supèrsint, ne consèntiant adversárii, nec diċant: «Mànus nostra exċèlsa, et non Dòminus, féċit haec òmnia.» Qvia ġèns àbsqve consìlio est, et non est in eis prudènzia. Non sapuérunt intellèġere; haec perċìpient in futúro tèmpore. ¿Qvómodo perseqvétur unus mille, et duo movébunt dèċem mìllia? Si non qvia Deus vèndidit eos, et Dòminus trádidit eos? Qvóniam non sicut dei eórum Deus noster est; inimíci autem nostri insensáti. De vínea ènim Sodomórum, $PRX vínea eórum, et propáġo eórum de Gomórae; uva eórum, uva fellis, botrus amaritúdinis ìpsis. Fùror dragónum vinum eórum, et fùror àspidum insanábilis. Nonne haec apud me congregáta sunt, et signáta sunt in tesáuris meis? In die ulziónis rèddem illis in tèmpore, qvum làpsus fuerit pes eórum; qvia prope est dies perdiziónis eórum, et praesto est paráta vobis. Qvia judicábit Dòminus pòpulum suum, et in servis suis consolábitur; vidit ènim infirmátos eos et defèctos in affliczióne et derelìctos. Et dîxit Dòminus: «¿Ubi sunt dei eórum, in qvìbus confidébant in ìpsis, qvorum àdipem sacrifiċiórum illórum comedébant, et bibébant vinum libaziónis eórum? Surġant et àdjuvent vos, et fiant vobis protectóres. Vidéte, vidéte qvóniam ego sum, et non est Deus praeter me; ego occídem et vívere fàċiem; percútiem et ego sanábo, et non est qvi erìpiat de mànibus meis. Qvia levábo in ċoelum mànum meam, et jurábo per dèxteram meam, et díċem: «Vivo ego in aetérnum.» Qvia exàcuam sicut fulgur glàdium meum, et contiébit judìċium mànus mea, et retrìbuem judìċium inimícis, et hîs qvi odérunt reddem.
2^8^Inebriábo saġìttas meas sàngvine, et glàdius meus devorábit carnes,
2^7^de sàngvine vulneratórum et captivitátis, de càpite prinċipium inimicórum.
2^6^Laetámini ċoeli cum eo, et adórent eum omnes àngeli Dei.
2^5^Laetámini ġentes cum pòpulo ejus, et confirmèntur in eo fílii Dei.
2^4^Qvia sàngvinem filiórum suórum vìndicat, et vindicábit, et retrìbuet judìċium inimícis suis.
2^3^Hîs qvi odérunt eum reddet, et emundábit Dòminus terram pòpuli sui.
2^2^Glória Patri et Fílio et Spirìtui Sancto,
2^1^et nunc et semper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
3^t^Liber I Samuelis 2:1-10
3^x^Confirmátum est cor meum in Dòmino, et exaltátum est cornu meum in Deo meo. Dilatátum est os meum super inimícos meos; laetáta sum in salutári tuo. Qvóniam non est sânctus sicut Dòminus, et non est jûstus sicut Deus noster; non est sânctus praeter te. Nolíte gloriári, et nolíte lòqvi exċèlsa, neqve èxeat magnilóqvium ex ore vèstro, qvóniam Deus sċienziárum Dòminus, et Deus práeparans adivenziónes ejus. Arcus potèntium infirmátus est, et infìrmes praeċíncti sunt virtútem. Pleni pànibus defeċérunt, et esurièntes transivérunt terram, qvóniam stèrilis pèperit sèptem, et qvae multa èrat in fíliis infirmáta est. Dòminus mortìficat et vivìficat; dedúċit in infèrnum et redúċit. Dòminus páuperat et ditat; humìliat et exàltat. Qvi èlevat a terra páuperem, et de stèrcore exàltat ìnopem, ut sèdeat cum potèntibus populórum, et sólium glóriae haereditábit eis.
3^8^Qvi dat oraziónem orànti, et benedîxit annos jůstórum, qvóniam non in fortitúdine pòtens vir.
3^7^Dòminus infìrnum fàċit adversárium ejus; Dòminus sânctus.
3^6^Non gloriétur prudens in prudènzia sua, et non gloriétur pòtens in potènzia sua, et non gloriétur dives in divìzziis suis.
3^5^Sed in hôc gloriétur qvi gloriátur, intellèġere et cognôscere  Dòminum, et fàċere judìċium et jůstìzziam in mèdio terrae.
3^4^Dòminus asċènsit in coelos et intónuit; ìpse júdicat summa terrae,
3^3^et dabit fortitúdinem réġibus nostris, et exaltábit cornua Crîsti sui.
3^2^Glória Patri et Fílio et Spirìtui Sancto,
3^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
4^t^Profezia Habacucis 3:2-19
4^x^Dòmine, audívi audiziónem tuam et tìmui. Dòmine, considerávi ópera tua et obstùpui. In mèdio duórum animálium cognôsceris. Qvum appropinqváverint anni, agnôsceris; qvum advénerit tèmpus, demonstráberis; qvum turbáta fúerit ànima mea in ira, misericórdiae recordáberis. Deus a Temáne vèniet, et sânctus de monte umbróso et condènso. Opèruit coelos vìrtůs ejus, et laudis ejus plena est terra. Et splèndor ejus qvasi lûx èrit; córnua in mànibus ejus, et pòsuit dilecziónem robùstam fortitúdinis suae. Ante fàċiem ejus ibit verbum, et egrediétur in campum post pedes ejus. Stètit et commóta est terra; aspèxit et distabuérunt ġentes. Contríti sunt montes violènzia; tabuérunt colles sáeculi itìnere sempitèrno ejus. Pro iniqvitáte vidi tentória Aețiópiae; turbabùnter pelles terrae Midiánis. ¿Nùmqvid in flumìnibus irátus es Dòmine? ¿Aut in flumìnibus fùror tuus? ¿Vel in mari ìmpetus tuus? Qvi asċèndes super èqvos tuos, et eqvitázio tua sàlůs. «Intèndens extèndes arcum tuum super sċèptra», diċit Dòminus. Flúviis sċindétur terra. Vidébunt te et dolébunt pòpuli; dispèrġes aqvas itìneris. Dèdit abỳssus voċem suam; altitúdinem fantásiae suae. Elevátus est sôl, et luna stètit in órdine suo. In luċe jàcula tua ibunt, in splendóre coruscatiónis armórum tuórum. In comminazióne immìnues terram, et in furóre détrahes ġentes. Egrèssus es in salútem pòpuli tui, ut salváres crîsto tuo. Misìsti in càput impiórum mortem; susċitavìsti vìncula usqve ad collum. Divisìsti in stupóre càpita potèntium; commovebùntur in ea. Apèrient frenos suos sicut còmedens pauper in abscòndito. Et superdůxìsti in mari èqvos tuos, conturbàntes aqvas multas. Custodívi et extìmuit venter meus a voċe oraziónis lábia labiórum meórum, et ingrèssus est trèmor in òssua mea, et subter me conturbáta est fortitúdo mea. Reqviêscem in die tribulaziónis meae, ut asċèndam ad pòpulum peregrinaziónis meae.
4^8^Qvia ficus non àfferet frûctum, et non èrunt ġèrmina in víneis.
4^7^Mentiétur opus olívae, et campi non fàċient êscas.
4^6^Defeċérunt eo qvod comèderet òves, et non sunt boves in praesépibus.
4^5^Ego autem in Dòmino exsultábo; gaudébo super Deo salutári meo.
4^4^Deus Dòminus fortitúdo mea, et ponet pèdes meos in consummaziónem. 
4^4^Super exċèlsa impónet me, ut vinċam in ċàntico ejus.
4^2^Glória Patri et Fílio et Spirìtui Sancto,
4^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
5^t^Liber Isaiae 26:9-20
5^x^De nocte vìġilat spíritus meus ad te, Deus, qvia lûx praeċepta tua sunt super terram. Jůstìzziam dìsċite qvi habitátis terram. Ċessávit ènim ìmpius; òmnis ènim qvi non didìċerit jůstìzziam super terram, veritátem non fàċiet; tollátur ìmpius, ne vìdeat majestátem Dòmini. Dòmine, exċèlsum bràzzium tuum, et nesċivérunt; qvum autem cognóverint, confundèntur. Zelus apprehèndit pòpulum inerudítum, et nunc ignis advèrsários consúmet. Dòmine Deus noster, paċem da nobis; òmnia ènim dedìsti nobis. Dòmine Deus noster, pòsside nos; Dòmine, praeter te álium non nóvimus; nomen tuum invocábimus. Mòrtui autem vitam non vidébunt, nèqve mèdici exsusċitábunt; ìdeo superindůxìsti et perdidìsti et tulìsti omne màsculum eórum.
5^8^Àdde illis mala, Dòmine, adde mala gloriósis terrae.
5^7^Dòmine, in tribulazióne mèmor fui tui; in tribulazióne mòdica disċiplína tua facta est nobis.
5^6^Et sicut partùriens pròxima est pàrtui, et in dolóre suo clamat, ita facti sùmus dilècto.
5^5^Propter timórem tuum, Dòmine, in útero acċépimus et parturívimus spíritum salútis, qvem feċìsti super terram, sed càdent qvi inhàbitant terram.
5^4^Resùrġent mórtui, et resùrġent qvi sunt in monumèntis, et laetabùnter qvi in terra.
5^3^Ros ènim qvi a te est, sanitas est illis; terra vero impiórum períbit.
5^2^Glória Patri et Fílio et Spirìtui Sancto,
5^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6^t^Profezia Jonae 2:3-10
6^x^Clamávi de tribulazióne mea ad Dòminum, et exaudívit me; de ventre ìnferi clamávi, et exaudivìsti voċem meam. Et projeċìsti me in profùndum in corde maris, et flumen zircumdédit me; omnes gùrġites tui et flûctůs tui super me transivérunt. Et ego dîxi: «Abjèctus sum a òculis tuis. ¿Putâsne addem ut vìdeam templum sânctum tuum?» Zircumfúsa est mìhi aqva usqve ad ànimam meam; abỳssus vallávit me novìssima, intrávit càput meum.
6^8^Ad sċissúra mòntium desċènsi in terram, cujus vectes sunt retináculua sempitèrna,
6^7^et asċèndet de corrupzióne vita mea ad te, Dòmine Deus meus.
6^6^Qvum defìceret ex me ànima mea, Dòmini recordátus sum.
6^5^Vèniat ad te orázio mea ad templum sânctum tuum.
6^4^Qvi custódiunt vana et mendácia, misericórdiam suam reliqvérunt.
6^3^Ego autem cum voċe laudis et confessiónis immolábo tìbi; qvaecùmqve vovi, rèddem tìbi salutáre Dòmino.
6^2^Glória Patri et Fílio et Spirìtui Sancto,
6^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
7^t^Profezia Danielis 3:26-56
7^x^Benedìctus es, Dòmine, Deus patrum nostrórum, et laudábile et gloriósum nomen tuum in sáecula, qvia jûstus es in òmnibus, qvae feċìsti nobis, et univèrsa ópera tua vera, et viae tuae rêctae, et òmnia judìċia tua vera. Judìċia ènim vera feċìsti jûxta òmnia, qvae indůxìsti super nos, et super zivitátem sânctam patrum nostrórum Jerosòlymam, qvia in veritáte et in judìċio indůxìsti òmnia haec propter peccáta nostra. Peccávimus ènim et iníqve éġimus reċedèntes a te et delíqvimus in òmnibus; et praeċèpta tua non audívimus nec observávimus nec féċimus, sicut praeċéperas nobis, ut bène nobis esset. Òmnia èrgo, qvae indůxìsti super nos, et univèrsa, qvae feċìsti nobis, in vero judìċio fecìsti; et tradidìsti nos in mànibus inimicórum nostrórum iniqvórum et pessimórum praevaricatorùmqve, et reġi injústo et pèssimo ultra òmnem terram. Et nunc non pòssumus aperíre os; confúsio et oppróbrium facti sùmus servis tuis et hîs qvi còlunt te. Ne, qváesumus, tradas nos in perpètuum pròpter nomen tuum, et ne dìssipes testamèntum tuum, nèqve áuferas misericórdiam tuam a nobis, propter Abrahámum dilêctum tuum, et Isàccum servum tuum, et Israélem sânctum tuum, qvibus dixìsti qvod multiplicáres semen eórum sicut stellas ċoeli, et sicut arénam, qvae est in lítore maris; qvia, Dòmine, imminúti sùmus plus qvam omnes ġentes sumùsqve húmiles in univèrsa terra hódie pròpter peccáta nostra; et non est in tèmpore hoc prinċeps et proféta et dûx, neqve holocáustum, neqve sacrifìċium, neqve oblázio, neqve inċènsum, neqve locus primizziárum coram te, ut possímus inveníre misericórdiam tuam; sed in ànimo contríto et spíritu humilitátis susċipiámur. Sicut in holocáusto aríetum et taurórum, et sicut in mìllibus agnórum pìngvium, sic fiat sacrifìċium nostrum in conspèctu tuo hódie, ut plàċeat tìbi, qvóniam non est confúsio confidèntibus in te. Et nunc sèqvimur te in toto corde, et timémus te, et qváerimus fàċiem tuam. Nec confùndas nos, sed fac nobîscum jûxta mansvetúdinem tuam, et secùndum multitúdinem misericórdiae tuae. Et érue nos in mirabílibus tuis, et da glóriam nómini tuo Dòmine; et confundàntur omnes qvi ostèndunt servis tuis mala; confundàntur in omni potènzia tua, et robur eórum conterátur, et sċiant qvia tu es Dòminus, Deus solus, et gloriósus super orbem terrárum. Et non ċessábant qvi míserant eos minìstri reġis sucċèndere fornáċem nafta et stupa et piċe et sarmèntis, et effundebátur flamma super fornáċem cúbitis qvadraġìnta novem, et erúpit et inċèndit qvos rèperit jûxta fornáċem de Caldáeis. Ànġelus autem Dòmini desċèndit cum Asaría et sóċiis ejus in fornáċem, et excùssit flammam ignis de fornáċe, et feċit mèdium fornáċis qvasi ventum roris flantem, et non tètiġit eos omníno ignis, nèqve contristávit, nec qvìdqvam molèstiae ìntulit. Tunc hi três qvasi ex uno ore laudábant et glorificábant et benediċébant Deum in fornáċe, diċèntes:
7^8^Benedìctus es Dòmine Deus patrum nostrórum, et laudábilis et gloriósus et superexaltátus in sáecula.
7^7^Et benedìctum nomen glóriae tuae sânctum, et laudábile et superexaltátum in òmnibus sáeculis.
7^6^Benedìctus es in templo sâncto glóriae tuae, et superlaudábilis et supergloriósus in sáecula.
7^5^Benedìctus es in țrono rêgni tui, et superlaudábilis et superexaltátus in sáecula.
7^4^Benedìctus es qvi intuéris abỳssos, et sèdes super ċerubína, et laudábilis et superexaltátus in sáecula.
7^3^Benedìctus es in firmamènto coeli, et laudábilis et gloriósus in sáecula.
7^2^Glória Patri et Fílio et Spirìtui Sancto,
7^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
8^t^Profezia Danielis 3 : 57 - 88
8^x^Benedíċite òmnia ópera Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite àngeli Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite ċoeli Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite aqvae omnes, qvae super ċoelos sunt, Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite omnes virtútes Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite sôl et luna Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite stellae ċoeli Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite omnis imber et ros Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite omnes spíritus Dei Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite ignis et aestus Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite frigus et càlor Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite rores et pruína Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite ġelu et àlgor Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite glàcċies et nives Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite noctes et dies Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite lûx et tènebrae Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite fùlgura et nubes Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċat terra Dòminum; $PRX laudet et superexáltet eum in sáecula.
8^x^Benedíċite montes et colles Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite univèrsa ġerminànzia in terra Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite fontes Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite mária et flúmina Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite ballénae et òmnia qvae movèntur in aqvis Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite omnes volácres ċoeli Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite omnes bestiae et pècora Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċite fílii hòminum Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^x^Benedíċat Ìsraël Dòminum; $PRX laudet et superexáltet eum in sáecula.
8^8^Benedíċite sacerdótes Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^7^Benedíċite servi Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^6^Benedíċite spíritus et ànimae jůstórum Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^5^Benedíċite sâncti et húmiles corde Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^4^Benedíċite Hananía, Asaría, et Mísċaël Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^3^Benedíċite Apòstoli, Profétae, et Màrtyres Dòmini Dòmino; $PRX laudáte et superexaltáte eum in sáecula.
8^2^Glória Patri et Fílio et Spirìtui Sancto,
8^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
9^t^Secundum Lucam 1:46-55, 68-79
9^x^Magnìficat ànima mea Dòminum, et exsultávit spíritus meus in Deo salutári meo. Qvia respèxit humilitátem anċìllae suae; ecċe ènim ex hôc beátam me díċent omnes ġeneraziónes. Qvia féċit mìhi màgna qvi pòtens est, et sânctum nomen ejus, et misericórdia ejus a proġènie in proġènies timèntibus eum. Féċit potènziam in bràzzio suo; dispèrsit supèrbos mente cordis sui. Depósuit potèntes de sede, et exaltávit húmiles. Esurièntes implévit bonis, et dívites dimísit inánes. Susċépit Israélem púerum súum; recordátus misericórdiae suae. Sicut locútus est ad patres nostros; Abrahámi et sémini ejus in sáecula. Benedìctus Deus Israélis, qvia visitávit et fécit redempziónem plebi suae, et erèxit cornu salútis nobis in dòmu Davídis púeri sui, sicut locútus est per os sanctórum, qvi a sáeculo sunt profetárum ejus; salútem ex inimícis nostris, et de manu òmnium qvi odérunt nos; ad faċièndam misericórdiam cum pátribus nostris, et memorári testamènti sui sâncti,
9^8^jůsjuràndum qvod jůrávit ad Abrahámum patrem nostrum, datúrum se nobis, de manu inimicórum nostrórum liberáti,
9^7^ut sine timóre serviámus illi, in sanctitáte et jůstìzzia coram ìpso òmnibus diébus nostris. $PRP
9^6^Et tu, puer, proféta Altìssimi vocáberis; praeíbis ènim ante fàċiem Dòmini paráre vias ejus,
9^5^ad dandam sċiènziam salútis plebi ejus in remissiónem peccatórum eórum,
9^4^per vìsċera misericórdiae Dei nostri, in qvìbus visitávit nos óriens ex alto,
9^3^inlumináre hîs qvi in tènebris et in umbra mortis sedent; ad diriġèndos pèdes nostros in viam paċis.
9^2^Glória Patri et Fílio et Spirìtui Sancto,
9^1^et nunc et sèmper, et in sáecula saeculórum. Amen.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
n^t^Liber Cronicorum 29:10-13
c^x^Benedìctus es, Dòmine Deus Israélis, patris nostri ab aetèrno in aetèrnum. Tìbi, Dòmine, magnifiċènzia et potènzia, et gloria et victoria atqve fortitúdo, qvia tu òmnium qvae in ċoelo sunt et in terra domináris; a fàcie tua turbátur òmnis rêx et ġens. A te sunt divìzziae et gloria; tu òmnium domináris, Domine, prînċeps omnis prinċipátůs, et in mànu tua fortitúdo et potènzia, et in manu tua, Omnìpotens, magnificáre et confortáre òmnia. Nunc ìġitur, Dòmine, confitémur tìbi, et laudámus nomen gloriaziónis tuae.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
n^t^Liber Tobiae 13:1-6
c^x^Benedìctus es Deus vivens in aetèrnum, et rêgnum ejus, qvia ipse flaġèllat $PRX et miserétur, dedúċit usqve ad ìnferos deòrsum et ìpse redúċit a magna perdizióne, et non est qvi effúġiat mànum ejus. Confitémini illi, fílii Israélis, coram ġèntibus, qvia ipse dispèrsit vos in ìllis, et ibi ostènsit vobis majestátem suam; et exaltáte illum coram omni vivènte, qvóniam ipse est Dòminus noster, et ipse Deus noster, et ipse Pater noster, et ipse Deus in òmnia sáecula. Flaġellábit vos propter iniqvitátes vestras, et òmnium vestrum miserébitur ex òmnibus ġèntibus ubicùmqve dispèrsi fuerítis. Qvum convèrsi fuerítis ad illum in toto corde vestro et in tota ànima vestra, ut faċiátis coram illo veritátem; tunc revertétur ad vos, et non abscòndet fàċiem suam a vobis àmplius. Et nunc aspìċite qvae feċit vobiscum, et confitemini illi in toto ore vestro. Et benedíċite Dòminum justìzziae, et exaltáte rêgem saeculórum.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
n^t^Liber Tobiae 13:8-14
c^x^Benedíċite Dòminum, omnes elêcti; et omnes, laudáte majestátem ìllius. Áġite dies laetìzziae et confitémini illi. Jerosòlyma, zívitas sâncta, flaġellábit te in opèribus filiórum tuórum. et ìterum miserébitur filiórum jůstórum. Confitére Dòmino bène, et benedíċe Regem saeculórum, ut ìterum tabernáculum ejus aedificétur in te cum gaudio, et laetos fàċiat in te omnes captívos, et díliġat in te omnes mìseros in omnia sáecula saeculórum. Lûx splendida fulġébit in omnibus fínibus terrae; ġentes multae de longìnqvo vènient ad te, et habitatóres òmnium extremórum terrae ad nomen sânctum tuum, et múnera sua in mànibus suis habèntes Reġi coeli; ġeneraziónes ġeneraziónum dabunt in te exsultaziónem, et nomen elêctae erit in sáecula saeculórum. Maledìcti omnes qvi dîxerint verbum durum; maledìcti èrunt omnes qvi depónunt te, et qvi dêstruunt moeros tuos, et omnes qvi subvèrtunt turres tuas, et inċèndunt habitaziónes tuas; et benedìcti èrunt omnes qvi tìment te in aevum. Tunc gaude et laetáre in fíliis jůstórum, qvóniam omnes colliġèntur et benedíċent Dòmino aetèrno. Felices qvi díliġunt te, et felíċes qvi gaudébunt in paċe tua. Et beáti omnes hòmines qvi contristabùntur in òmnibus flaġèllis tuis, qvóniam in te gaudébunt et vidébunt omne gáudium tuum in aetèrnum.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
n^t^Liber Juditae 16:1,2,13-17
